"Price","Distance","Type","BuildingArea","Bathroom","Rooms","Car","Landsize","YearBuilt","Propertycount","Date","SaleYear","AgeWhenSold"
2575000,9.2,"h",355,3,4,2,657,2006,7809,"10/09/2016",2016,10
1388800,9.2,"h",247,2,4,1,517,1970,7809,"10/09/2016",2016,46
1800000,9.2,"h",165,2,4,4,587,1960,7809,"10/12/2016",2016,56
2910000,9.2,"h",247,3,4,2,1070,1992,7809,"10/12/2016",2016,24
2200000,9.2,"h",355,3,5,2,900,1955,7809,"12/06/2016",2016,61
1700000,9.2,"h",168,2,3,3,763,1960,7809,"13/08/2016",2016,56
1230000,9.2,"h",188,3,3,1,310,2012,7809,"14/05/2016",2016,4
2600000,9.2,"h",529,3,7,3,637,2008,7809,"14/05/2016",2016,8
1950000,9.2,"h",232,3,4,2,665,1970,7809,"14/05/2016",2016,46
1750000,9.2,"h",170,2,5,2,710,1955,7809,"15/10/2016",2016,61
2e+06,9.2,"h",244,2,5,2,1002,1950,7809,"15/10/2016",2016,66
1480000,9.2,"h",116,1,3,4,605,1950,7809,"15/10/2016",2016,66
1818000,9.2,"h",90,1,3,1,722,1930,7809,"15/10/2016",2016,86
2525000,9.2,"h",196,2,4,2,1235,1960,7809,"16/04/2016",2016,56
3360000,9.2,"h",420,3,4,1,904,2003,7809,"16/04/2016",2016,13
1903000,9.2,"h",720,1,3,2,713,1950,7809,"16/07/2016",2016,66
1720000,9.2,"h",170,3,4,2,869,1950,7809,"18/03/2017",2017,67
1675000,9.2,"h",201,2,4,2,667,1974,7809,"18/03/2017",2017,43
1680000,9.2,"t",200,3,4,1,362,2014,7809,"18/03/2017",2017,3
4e+06,9.2,"h",518,5,5,4,1364,2013,7809,"18/06/2016",2016,3
2205000,9.2,"h",250,2,4,2,1010,1950,7809,"19/11/2016",2016,66
2100000,9.2,"h",175,2,3,3,949,1940,7809,"19/11/2016",2016,76
685000,9.2,"h",85,1,2,1,177,1975,7809,"22/05/2016",2016,41
1335000,9.2,"h",177,2,3,2,368,2009,7809,"22/05/2016",2016,7
1900000,9.2,"h",165,2,4,4,587,1960,7809,"22/08/2016",2016,56
1040000,9.2,"u",112,1,2,1,250,1995,7809,"24/09/2016",2016,21
1250000,9.2,"h",153,2,4,2,644,1950,7809,"25/02/2017",2017,67
1875000,9.2,"h",200,3,5,2,842,1961,7809,"27/06/2016",2016,55
1530000,9.2,"h",198,2,4,2,701,1960,7809,"27/06/2016",2016,56
1700000,9.2,"h",175,2,4,5,754,1960,7809,"27/06/2016",2016,56
1651000,9.2,"h",151,1,3,2,657,1960,7809,"27/11/2016",2016,56
1920000,9.2,"h",355,3,5,2,900,1955,7809,"27/11/2016",2016,61
1560000,9.2,"h",199,2,5,3,845,1980,7809,"27/11/2016",2016,36
1038000,9.2,"h",144,2,3,1,207,2003,7809,"28/05/2016",2016,13
1660000,9.2,"h",193,3,5,2,737,1950,7809,"28/05/2016",2016,66
1770000,9.2,"h",147,2,3,1,720,1955,7809,"28/08/2016",2016,61
691500,9.2,"u",102,1,2,1,0,1968,7809,"30/07/2016",2016,48
875000,13,"u",121,1,3,2,348,1950,6795,"3/09/2016",2016,66
1425000,13,"h",143,2,3,2,613,1960,6795,"3/12/2016",2016,56
851000,13,"t",250,1,2,1,140,1970,6795,"3/12/2016",2016,46
1222500,13,"h",181,2,3,2,299,2000,6795,"4/02/2016",2016,16
1317500,13,"h",127,1,3,1,576,1945,6795,"4/06/2016",2016,71
360000,13,"u",69,1,2,1,0,1965,6795,"6/08/2016",2016,51
1435000,13,"t",212,3,4,2,291,2012,6795,"6/08/2016",2016,4
1110000,13,"h",164,1,3,2,692,1940,6795,"6/08/2016",2016,76
2435000,13,"h",250,2,4,2,795,1928,6795,"6/08/2016",2016,88
1500000,13,"h",222,2,3,1,565,1940,6795,"7/05/2016",2016,76
1300000,13,"h",194,2,4,2,697,1940,6795,"7/11/2016",2016,76
1125000,13,"h",116,1,3,2,584,1948,6795,"8/10/2016",2016,68
1328000,13,"h",112,2,4,2,610,1940,6795,"10/09/2016",2016,76
1340000,13,"h",135,2,3,1,526,1910,6795,"10/09/2016",2016,106
1155000,13,"t",205,3,4,2,271,2010,6795,"10/09/2016",2016,6
1275000,13,"h",138,1,3,4,758,1960,6795,"10/09/2016",2016,56
855000,13,"h",103,1,2,1,296,1940,6795,"10/12/2016",2016,76
650000,13,"u",92,1,2,1,116,1960,6795,"10/12/2016",2016,56
1815000,13,"h",233,2,4,4,902,1950,6795,"10/12/2016",2016,66
2255000,13,"h",353,3,4,2,557,2008,6795,"10/12/2016",2016,8
855000,13,"u",475,2,2,3,226,2005,6795,"12/11/2016",2016,11
1860000,13,"h",197,2,4,3,855,1930,6795,"12/11/2016",2016,86
725000,13,"u",100,1,2,1,227,1990,6795,"13/08/2016",2016,26
1293000,13,"h",108,1,3,1,632,1950,6795,"15/10/2016",2016,66
1328000,13,"h",245,2,3,2,690,1970,6795,"15/10/2016",2016,46
1247000,13,"t",255,2,4,3,354,2008,6795,"15/10/2016",2016,8
1370000,13,"h",143,1,3,2,624,1950,6795,"16/07/2016",2016,66
1095000,13,"h",170,2,3,1,581,1965,6795,"17/09/2016",2016,51
725000,13,"u",88,1,2,1,677,2012,6795,"18/03/2017",2017,5
825000,13,"t",149,2,3,2,147,2007,6795,"18/03/2017",2017,10
1235000,13,"t",160,2,3,2,0,2012,6795,"18/03/2017",2017,5
1165000,13,"h",125,1,3,2,694,1950,6795,"18/06/2016",2016,66
1910000,13,"h",284,2,4,4,736,1950,6795,"18/06/2016",2016,66
820000,13,"u",109,1,2,3,336,1960,6795,"19/11/2016",2016,56
1430000,13,"h",168,2,4,2,611,1970,6795,"22/08/2016",2016,46
910000,13,"h",96,1,2,2,274,1970,6795,"22/08/2016",2016,46
2520000,13,"h",361,4,4,2,579,2012,6795,"22/08/2016",2016,4
1900000,13,"h",250,2,5,2,567,1926,6795,"25/02/2017",2017,91
670000,13,"t",90,2,2,1,123,2007,6795,"26/07/2016",2016,9
680000,13,"t",107,1,2,1,83,1998,6795,"27/11/2016",2016,18
1320000,13,"t",220,3,4,3,346,2010,6795,"27/11/2016",2016,6
1900000,13,"h",275,3,6,2,708,1988,6795,"27/11/2016",2016,28
1535000,13,"h",150,2,3,2,572,1930,6795,"28/08/2016",2016,86
1281000,13,"h",150,1,4,5,594,1940,6795,"28/08/2016",2016,76
1385000,13,"h",178,2,5,2,664,1950,6795,"28/08/2016",2016,66
2620000,13,"h",361,4,4,2,579,2012,6795,"28/08/2016",2016,4
825000,13.9,"h",125,2,2,1,176,2008,10969,"3/09/2016",2016,8
746000,13.9,"u",95,1,2,2,281,2002,10969,"3/12/2016",2016,14
1275000,13.9,"h",190,2,5,2,683,1960,10969,"3/12/2016",2016,56
1025000,13.9,"u",120,2,3,2,384,1999,10969,"4/03/2017",2017,18
495000,13.9,"u",79,1,2,1,76,1980,10969,"4/06/2016",2016,36
1220000,13.9,"h",178,2,4,2,585,1950,10969,"4/06/2016",2016,66
885000,13.9,"h",110,1,3,2,565,1950,10969,"4/06/2016",2016,66
830000,13.9,"t",141,2,3,2,292,2012,10969,"4/06/2016",2016,4
1210000,13.9,"t",222,3,4,2,291,2014,10969,"6/08/2016",2016,2
1160000,13.9,"t",180,2,4,2,321,2006,10969,"6/08/2016",2016,10
1215000,13.9,"h",110,2,3,3,730,1970,10969,"7/05/2016",2016,46
1200000,13.9,"h",191,2,4,2,619,1960,10969,"7/05/2016",2016,56
1050000,13.9,"h",140,2,3,2,627,1950,10969,"7/05/2016",2016,66
950000,13.9,"h",146,2,5,4,618,1950,10969,"7/05/2016",2016,66
380000,13.9,"u",78,2,2,1,0,1970,10969,"7/05/2016",2016,46
1338000,13.9,"h",177,2,3,2,610,1970,10969,"7/05/2016",2016,46
651000,13.9,"u",150,1,2,1,265,1960,10969,"7/05/2016",2016,56
1390000,13.9,"h",118,2,3,2,590,1960,10969,"7/05/2016",2016,56
1100000,13.9,"h",163,1,3,2,578,1955,10969,"8/10/2016",2016,61
1206000,13.9,"h",138,1,4,1,636,1940,10969,"8/10/2016",2016,76
486500,13.9,"t",75,1,2,1,0,1960,10969,"8/10/2016",2016,56
1415000,13.9,"h",177,2,4,2,604,1970,10969,"10/09/2016",2016,46
1185000,13.9,"t",207,2,4,2,305,2012,10969,"10/12/2016",2016,4
1060000,13.9,"t",166,3,4,1,313,1960,10969,"10/12/2016",2016,56
845000,13.9,"h",145,2,3,2,295,1998,10969,"12/11/2016",2016,18
860000,13.9,"t",117,2,3,1,254,1995,10969,"12/11/2016",2016,21
921000,13.9,"t",140,2,3,2,167,2009,10969,"12/11/2016",2016,7
742500,13.9,"h",135,1,2,1,300,1960,10969,"12/11/2016",2016,56
920000,13.9,"h",120,2,3,2,578,1950,10969,"12/11/2016",2016,66
702000,13.9,"h",102,1,2,1,591,1960,10969,"13/08/2016",2016,56
805000,13.9,"t",117,2,3,1,268,2000,10969,"14/05/2016",2016,16
1100000,13.9,"h",190,2,4,1,274,2004,10969,"14/05/2016",2016,12
1050000,13.9,"h",131,1,3,4,726,1950,10969,"16/04/2016",2016,66
722000,13.9,"h",79,2,2,1,201,2005,10969,"16/04/2016",2016,11
930000,13.9,"h",133,1,3,2,588,1960,10969,"16/04/2016",2016,56
921000,13.9,"h",119,2,3,1,291,2000,10969,"16/04/2016",2016,16
1035000,13.9,"h",160,1,4,2,610,1950,10969,"16/04/2016",2016,66
1352000,13.9,"h",196,2,4,2,618,1950,10969,"16/07/2016",2016,66
1005000,13.9,"t",205,2,4,2,296,2006,10969,"16/07/2016",2016,10
1600000,13.9,"h",315,2,5,2,659,1930,10969,"16/07/2016",2016,86
1200000,13.9,"h",120,1,3,1,721,1970,10969,"17/09/2016",2016,46
780000,13.9,"h",126,2,3,2,421,1950,10969,"17/09/2016",2016,66
1250000,13.9,"t",231,2,4,2,314,2010,10969,"17/09/2016",2016,6
1110000,13.9,"h",176,2,4,2,583,1960,10969,"17/09/2016",2016,56
1690000,13.9,"h",165,2,4,2,700,1950,10969,"17/09/2016",2016,66
791000,13.9,"u",122,3,3,1,391,1950,10969,"17/09/2016",2016,66
9e+05,13.9,"h",140,1,3,3,780,1940,10969,"17/09/2016",2016,76
970000,13.9,"t",156,2,3,2,267,2000,10969,"18/03/2017",2017,17
823000,13.9,"h",143,2,3,2,213,2003,10969,"18/03/2017",2017,14
1045000,13.9,"t",190,2,4,1,316,2010,10969,"18/06/2016",2016,6
655000,13.9,"u",80,1,2,1,154,2000,10969,"18/06/2016",2016,16
1550000,13.9,"h",257,3,5,2,623,1950,10969,"18/06/2016",2016,66
835000,13.9,"h",105,1,3,1,250,1980,10969,"18/06/2016",2016,36
1465000,13.9,"t",256,2,4,2,319,2015,10969,"18/06/2016",2016,1
910000,13.9,"h",96,1,3,1,587,1950,10969,"18/06/2016",2016,66
920000,13.9,"u",123,2,3,1,388,2007,10969,"18/06/2016",2016,9
935000,13.9,"t",160,2,3,2,230,2012,10969,"19/11/2016",2016,4
977000,13.9,"h",163,1,3,2,543,1970,10969,"19/11/2016",2016,46
1352000,13.9,"h",122,1,3,2,686,1950,10969,"19/11/2016",2016,66
1115000,13.9,"h",160,2,4,2,575,1960,10969,"19/11/2016",2016,56
1197000,13.9,"h",147,1,3,2,692,1949,10969,"22/05/2016",2016,67
485000,13.9,"u",83,2,2,2,0,2011,10969,"22/05/2016",2016,5
1365000,13.9,"h",151,1,4,1,582,1960,10969,"22/05/2016",2016,56
1698888,13.9,"h",337,2,4,2,598,2006,10969,"22/08/2016",2016,10
965000,13.9,"t",28,2,3,1,283,2010,10969,"24/09/2016",2016,6
870000,13.9,"u",150,2,3,2,365,2011,10969,"24/09/2016",2016,5
1161000,13.9,"h",168,2,3,3,629,1950,10969,"24/09/2016",2016,66
1266000,13.9,"h",146,1,3,3,676,1970,10969,"24/09/2016",2016,46
7e+05,13.9,"t",200,2,3,2,194,2008,10969,"24/09/2016",2016,8
1325000,13.9,"t",265,4,4,2,363,2012,10969,"25/02/2017",2017,5
770000,13.9,"u",132,2,3,1,281,2005,10969,"25/02/2017",2017,12
380000,13.9,"u",99,1,1,1,0,1970,10969,"25/02/2017",2017,47
1175000,13.9,"h",158,2,4,2,620,1980,10969,"25/02/2017",2017,37
1200000,13.9,"h",120,1,3,1,640,1960,10969,"25/02/2017",2017,57
1370000,13.9,"h",196,1,4,2,684,1970,10969,"25/02/2017",2017,47
1433500,13.9,"h",186,1,4,1,725,1950,10969,"25/02/2017",2017,67
860000,13.9,"t",131,2,3,1,210,2005,10969,"26/07/2016",2016,11
715000,13.9,"u",114,1,2,1,194,1995,10969,"27/06/2016",2016,21
710000,13.9,"h",115,1,2,1,0,1950,10969,"27/11/2016",2016,66
1550000,13.9,"h",296,3,5,2,583,2007,10969,"27/11/2016",2016,9
790000,13.9,"u",100,1,3,2,406,1996,10969,"27/11/2016",2016,20
1020000,13.9,"h",144,1,3,2,596,1960,10969,"27/11/2016",2016,56
886000,13.9,"h",122,2,3,1,185,2012,10969,"28/05/2016",2016,4
1015000,13.9,"h",198,2,4,3,625,1997,10969,"28/08/2016",2016,19
1255000,13.9,"h",167,2,4,2,610,1950,10969,"28/08/2016",2016,66
1320000,13.9,"h",94,1,3,1,593,1950,10969,"28/08/2016",2016,66
870000,13.9,"h",133,2,3,1,326,1950,10969,"28/08/2016",2016,66
1472500,13.9,"h",219,2,4,2,592,2013,10969,"28/08/2016",2016,3
640000,13.9,"h",118,2,2,2,298,2005,10969,"30/07/2016",2016,11
1620000,13.1,"h",255,2,4,2,697,1940,4605,"3/09/2016",2016,76
645000,13.1,"u",81,1,2,1,140,1965,4605,"4/03/2017",2017,52
1560000,13.1,"h",167,2,4,3,729,1905,4605,"10/09/2016",2016,111
1715000,13.1,"h",170,2,3,2,458,1950,4605,"10/12/2016",2016,66
1200000,13.1,"h",110,1,3,2,550,1950,4605,"10/12/2016",2016,66
1760000,13.1,"h",151,1,3,0,741,1910,4605,"10/12/2016",2016,106
948000,13.1,"h",108,1,3,2,384,1950,4605,"12/11/2016",2016,66
465000,13.1,"u",65,2,2,1,0,2010,4605,"13/08/2016",2016,6
975000,13.1,"t",158,2,4,2,299,2008,4605,"15/10/2016",2016,8
1325000,13.1,"h",134,1,3,1,702,1950,4605,"15/10/2016",2016,66
750000,13.1,"t",3,2,3,1,150,2000,4605,"15/10/2016",2016,16
1400000,13.1,"h",159,2,3,1,643,1940,4605,"15/10/2016",2016,76
1500000,13.1,"h",106,1,3,2,664,1930,4605,"15/10/2016",2016,86
1600000,13.1,"h",195,2,4,1,692,1890,4605,"16/04/2016",2016,126
1461400,13.1,"h",235,2,4,2,780,1927,4605,"17/09/2016",2016,89
775000,13.1,"u",108,1,3,1,211,1980,4605,"17/09/2016",2016,36
1670000,13.1,"h",162,4,4,4,707,1926,4605,"17/09/2016",2016,90
4e+06,13.1,"h",120,1,3,2,763,1945,4605,"18/06/2016",2016,71
928000,13.1,"h",106,1,3,1,307,1890,4605,"18/06/2016",2016,126
636000,13.1,"u",82,1,2,1,151,1970,4605,"19/11/2016",2016,46
1170000,13.1,"h",95,1,3,1,755,1920,4605,"23/04/2016",2016,96
1670000,13.1,"h",231,2,4,2,590,1924,4605,"25/02/2017",2017,93
857000,13.1,"h",119,1,3,1,492,1930,4605,"28/05/2016",2016,86
822500,13.1,"t",130,2,3,1,238,2000,4605,"28/05/2016",2016,16
645000,10.8,"h",75,1,2,1,566,1950,3589,"3/09/2016",2016,66
502000,10.8,"t",106,1,3,1,220,2011,3589,"4/03/2017",2017,6
495000,10.8,"u",124,2,3,1,327,2006,3589,"4/06/2016",2016,10
868000,10.8,"h",77,1,2,4,749,1950,3589,"7/11/2016",2016,66
645000,10.8,"h",154,2,4,1,283,1990,3589,"7/11/2016",2016,26
652000,10.8,"h",145,2,3,1,216,2010,3589,"8/10/2016",2016,6
850000,10.8,"h",240,2,4,2,606,2002,3589,"8/10/2016",2016,14
575000,10.8,"h",98,1,3,3,559,1955,3589,"10/12/2016",2016,61
882000,10.8,"h",216,2,4,2,393,2008,3589,"10/12/2016",2016,8
730000,10.8,"h",135,2,3,2,544,1970,3589,"11/03/2017",2017,47
610000,10.8,"h",154,2,4,1,283,1990,3589,"17/09/2016",2016,26
696000,10.8,"h",90,1,3,0,557,1960,3589,"18/03/2017",2017,57
579000,10.8,"t",144,2,3,1,198,2013,3589,"19/11/2016",2016,3
765000,10.8,"h",105,1,3,1,658,1960,3589,"25/02/2017",2017,57
475000,10.8,"t",104,1,2,1,115,1980,3589,"25/02/2017",2017,37
550000,10.8,"h",160,2,4,1,288,2000,3589,"26/07/2016",2016,16
495000,10.8,"h",138,1,3,1,158,2005,3589,"27/06/2016",2016,11
565000,10.8,"h",78,2,3,1,566,1970,3589,"27/11/2016",2016,46
1635000,11.2,"h",156,1,3,2,366,1920,10579,"3/09/2016",2016,96
3695000,11.2,"h",284,3,4,2,836,1960,10579,"3/12/2016",2016,56
536000,11.2,"u",70,1,2,2,0,1970,10579,"3/12/2016",2016,46
3700000,11.2,"h",247,3,4,2,742,1900,10579,"3/12/2016",2016,116
1975000,11.2,"h",122,1,3,2,432,1930,10579,"3/12/2016",2016,86
1390000,11.2,"h",137,1,3,2,340,1975,10579,"4/03/2017",2017,42
2905000,11.2,"h",260,3,4,1,487,1905,10579,"4/03/2017",2017,112
1300000,11.2,"u",132,2,2,2,329,1940,10579,"4/03/2017",2017,77
1725000,11.2,"t",225,2,3,2,411,1997,10579,"4/03/2017",2017,20
2100000,11.2,"h",209,2,3,2,463,1970,10579,"4/06/2016",2016,46
8e+05,11.2,"u",74,1,2,1,90,1960,10579,"4/06/2016",2016,56
1761000,11.2,"h",135,2,4,3,615,1920,10579,"6/08/2016",2016,96
1302500,11.2,"h",171,2,3,2,0,1993,10579,"6/08/2016",2016,23
2750000,11.2,"h",341,3,5,1,509,2005,10579,"7/05/2016",2016,11
892500,11.2,"u",92,1,2,2,232,1970,10579,"7/05/2016",2016,46
2145000,11.2,"h",197,2,4,1,550,1910,10579,"7/05/2016",2016,106
3171000,11.2,"h",340,2,5,2,710,2000,10579,"7/05/2016",2016,16
620000,11.2,"u",74,2,2,1,0,2013,10579,"7/11/2016",2016,3
1475000,11.2,"t",163,2,3,2,345,2000,10579,"7/11/2016",2016,16
1650000,11.2,"h",111,2,3,2,0,1980,10579,"10/09/2016",2016,36
1562500,11.2,"h",202,2,5,2,655,1925,10579,"10/09/2016",2016,91
2050000,11.2,"h",262,3,3,2,398,2012,10579,"10/12/2016",2016,4
3320000,11.2,"h",364,3,4,2,644,2000,10579,"10/12/2016",2016,16
1100000,11.2,"u",85,1,2,2,0,1935,10579,"12/11/2016",2016,81
1650000,11.2,"h",143,2,3,1,354,1910,10579,"12/11/2016",2016,106
1570000,11.2,"h",111,1,2,0,352,1920,10579,"12/11/2016",2016,96
1785000,11.2,"h",118,2,3,1,404,1953,10579,"12/11/2016",2016,63
1875000,11.2,"h",170,2,3,2,275,1991,10579,"13/08/2016",2016,25
1266000,11.2,"u",116,1,3,2,277,1950,10579,"13/08/2016",2016,66
2730000,11.2,"h",423,3,5,2,895,1938,10579,"14/05/2016",2016,78
3295888,11.2,"h",337,3,4,2,565,1990,10579,"15/10/2016",2016,26
375000,11.2,"u",40,1,1,1,0,1965,10579,"15/10/2016",2016,51
756000,11.2,"u",80,1,2,1,0,1920,10579,"15/10/2016",2016,96
2100000,11.2,"h",219,5,5,2,552,1920,10579,"16/04/2016",2016,96
2375000,11.2,"h",302,2,3,2,547,2000,10579,"17/09/2016",2016,16
1385000,11.2,"h",120,1,3,2,426,1935,10579,"17/09/2016",2016,81
858000,11.2,"u",75,1,2,1,107,1950,10579,"18/03/2017",2017,67
2800000,11.2,"h",229,2,4,4,569,1910,10579,"18/03/2017",2017,107
3700000,11.2,"h",305,3,5,4,1572,1890,10579,"18/06/2016",2016,126
2475000,11.2,"h",274,2,4,2,605,1920,10579,"19/11/2016",2016,96
2700000,11.2,"h",333,2,4,2,732,1925,10579,"19/11/2016",2016,91
3900000,11.2,"h",311,2,4,2,842,1990,10579,"22/05/2016",2016,26
610000,11.2,"u",75,1,2,1,0,2005,10579,"22/05/2016",2016,11
1532000,11.2,"h",165,1,2,2,411,1910,10579,"22/08/2016",2016,106
1037000,11.2,"t",2,1,2,2,125,2009,10579,"25/02/2017",2017,8
3050000,11.2,"h",319,4,4,2,578,1995,10579,"25/02/2017",2017,22
1630000,11.2,"t",196,2,4,2,432,2000,10579,"25/02/2017",2017,17
2640000,11.2,"h",246,2,4,2,848,1975,10579,"26/07/2016",2016,41
671000,11.2,"u",74,1,1,1,70,1980,10579,"27/11/2016",2016,36
2250000,11.2,"t",281,2,4,2,230,2012,10579,"27/11/2016",2016,4
2900000,11.2,"h",161,1,3,1,659,1942,10579,"27/11/2016",2016,74
2405000,11.2,"h",142,1,4,2,695,1970,10579,"28/05/2016",2016,46
1352500,11.2,"u",110,2,3,1,280,1993,10579,"28/08/2016",2016,23
3105000,11.2,"h",304,2,5,2,1045,1930,10579,"28/08/2016",2016,86
1500000,11.2,"h",195,2,4,1,549,1990,10579,"30/07/2016",2016,26
1940000,10.7,"h",240,2,4,2,682,1960,6938,"3/09/2016",2016,56
1850000,10.7,"h",268,2,4,2,617,1940,6938,"3/09/2016",2016,76
930000,10.7,"h",117,1,3,1,329,1930,6938,"3/09/2016",2016,86
1310000,10.7,"h",213,3,4,2,618,2008,6938,"3/12/2016",2016,8
2504000,10.7,"h",183,2,4,2,674,1950,6938,"3/12/2016",2016,66
1445000,10.7,"h",126,1,2,1,649,1940,6938,"4/03/2017",2017,77
1825000,10.7,"h",594,3,4,2,594,1973,6938,"4/06/2016",2016,43
1700000,10.7,"h",274,2,5,1,994,1935,6938,"4/06/2016",2016,81
1400000,10.7,"h",235,3,5,4,824,1930,6938,"4/06/2016",2016,86
1500000,10.7,"h",228,2,3,2,315,2000,6938,"6/08/2016",2016,16
1400000,10.7,"h",182,1,3,3,613,1950,6938,"7/05/2016",2016,66
1600000,10.7,"h",245,2,5,2,616,1945,6938,"7/05/2016",2016,71
1780000,10.7,"h",119,3,2,2,635,1935,6938,"7/05/2016",2016,81
1200000,10.7,"h",270,2,5,5,775,1920,6938,"7/05/2016",2016,96
775000,10.7,"u",90,1,2,1,112,1960,6938,"7/11/2016",2016,56
1480000,10.7,"h",143,2,3,2,697,1925,6938,"7/11/2016",2016,91
1590000,10.7,"h",244,3,3,2,481,2012,6938,"8/10/2016",2016,4
2840000,10.7,"h",274,2,4,2,999,1972,6938,"10/09/2016",2016,44
1e+06,10.7,"h",131,1,2,2,564,1948,6938,"10/09/2016",2016,68
1700000,10.7,"h",275,3,4,4,708,1950,6938,"10/12/2016",2016,66
3207000,10.7,"h",272,5,5,3,1561,1969,6938,"10/12/2016",2016,47
880000,10.7,"u",34,2,3,2,304,1990,6938,"11/02/2017",2017,27
1920000,10.7,"h",203,1,4,1,1000,1960,6938,"11/02/2017",2017,57
1301000,10.7,"h",121,2,3,2,401,1926,6938,"12/11/2016",2016,90
2550000,10.7,"h",233,3,5,2,915,1960,6938,"12/11/2016",2016,56
1915000,10.7,"h",238,2,5,0,645,1970,6938,"13/08/2016",2016,46
1650000,10.7,"h",212,3,4,2,598,1948,6938,"13/08/2016",2016,68
1530000,10.7,"h",177,2,4,1,603,1920,6938,"14/05/2016",2016,96
2050000,10.7,"h",233,2,4,4,678,1940,6938,"15/10/2016",2016,76
2550000,10.7,"h",346,3,5,2,551,2016,6938,"15/10/2016",2016,0
905000,10.7,"u",93,1,2,2,189,1980,6938,"15/10/2016",2016,36
1355000,10.7,"h",151,1,3,2,759,1930,6938,"15/10/2016",2016,86
1845000,10.7,"h",145,1,2,2,604,1950,6938,"15/10/2016",2016,66
2050000,10.7,"h",309,3,5,3,669,1970,6938,"15/10/2016",2016,46
1710000,10.7,"h",228,3,3,2,435,1915,6938,"17/09/2016",2016,101
1300000,10.7,"t",222,2,3,2,337,2000,6938,"17/09/2016",2016,16
2200000,10.7,"h",286,2,4,2,654,2000,6938,"18/06/2016",2016,16
2150000,10.7,"h",225,3,4,2,614,1970,6938,"19/11/2016",2016,46
681000,10.7,"t",60,1,1,1,166,2012,6938,"24/09/2016",2016,4
1310000,10.7,"h",250,3,2,2,302,2018,6938,"24/09/2016",2016,-2
340000,10.7,"u",57,1,1,1,0,1950,6938,"25/02/2017",2017,67
692000,10.7,"u",66,1,2,1,74,1960,6938,"26/07/2016",2016,56
1367000,10.7,"t",4,2,4,2,315,2000,6938,"26/07/2016",2016,16
903000,10.7,"u",101,1,2,1,171,1970,6938,"27/11/2016",2016,46
2820000,10.7,"h",337,4,4,4,509,1960,6938,"27/11/2016",2016,56
1813000,10.7,"h",117,1,2,2,660,1930,6938,"27/11/2016",2016,86
1655000,10.7,"h",288,2,5,2,679,1950,6938,"27/11/2016",2016,66
1230000,10.7,"t",193,2,3,2,297,1980,6938,"28/05/2016",2016,36
1389000,10.7,"h",150,1,4,2,656,1930,6938,"28/05/2016",2016,86
2310000,10.7,"h",130,2,4,2,757,1930,6938,"28/05/2016",2016,86
1014000,10.7,"t",131,1,2,1,267,1990,6938,"30/07/2016",2016,26
1026000,5.2,"h",108,1,2,0,225,1905,11918,"3/09/2016",2016,111
1802500,5.2,"h",93,3,4,1,238,1910,11918,"3/12/2016",2016,106
1500000,5.2,"h",209,3,4,1,365,1890,11918,"3/12/2016",2016,126
2230000,5.2,"h",287,2,4,3,851,1940,11918,"4/03/2017",2017,77
410000,5.2,"u",66,1,2,1,0,2000,11918,"4/06/2016",2016,16
272500,5.2,"u",40,1,1,1,0,1970,11918,"4/06/2016",2016,46
680000,5.2,"h",100,3,3,1,81,2016,11918,"4/06/2016",2016,0
4e+05,5.2,"u",61,1,2,1,0,1970,11918,"6/08/2016",2016,46
950000,5.2,"h",96,1,3,0,170,1910,11918,"6/08/2016",2016,106
845500,5.2,"h",90,1,2,1,179,1890,11918,"7/05/2016",2016,126
605000,5.2,"t",78,1,2,1,0,2009,11918,"7/05/2016",2016,7
445000,5.2,"u",61,1,2,1,0,1975,11918,"7/05/2016",2016,41
659500,5.2,"u",85,1,2,1,100,1970,11918,"7/11/2016",2016,46
6e+05,5.2,"u",75,1,2,1,0,2011,11918,"7/11/2016",2016,5
1115000,5.2,"h",139,1,4,0,264,1900,11918,"8/10/2016",2016,116
1125000,5.2,"h",91,1,3,1,278,1910,11918,"8/10/2016",2016,106
855000,5.2,"h",97,1,3,1,229,1930,11918,"8/10/2016",2016,86
940000,5.2,"t",140,2,3,1,186,2016,11918,"8/10/2016",2016,0
750000,5.2,"t",88,2,2,1,118,2013,11918,"10/09/2016",2016,3
1056000,5.2,"h",108,1,2,1,315,1910,11918,"10/09/2016",2016,106
880000,5.2,"u",152,2,3,1,122,2000,11918,"10/12/2016",2016,16
1222500,5.2,"h",126,1,3,0,331,1890,11918,"10/12/2016",2016,126
955000,5.2,"t",110,2,3,2,327,2007,11918,"11/02/2017",2017,10
587000,5.2,"u",65,1,2,1,114,1970,11918,"12/11/2016",2016,46
1060000,5.2,"h",121,1,3,0,257,1935,11918,"12/11/2016",2016,81
890000,5.2,"h",93,1,2,1,199,1900,11918,"12/11/2016",2016,116
685000,5.2,"t",100,2,2,1,0,2002,11918,"13/08/2016",2016,14
976000,5.2,"h",162,2,3,1,240,2005,11918,"14/05/2016",2016,11
641000,5.2,"t",112,2,3,1,0,1900,11918,"14/05/2016",2016,116
770000,5.2,"h",87,1,2,0,152,1910,11918,"15/10/2016",2016,106
279500,5.2,"u",51,1,1,1,0,1970,11918,"15/10/2016",2016,46
1800000,5.2,"h",180,2,4,3,271,1900,11918,"15/10/2016",2016,116
1350000,5.2,"h",151,1,4,1,370,1940,11918,"15/10/2016",2016,76
